gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
PCDH12	696239	321	48	7904652	2507421	0	4	2	0	50	21	52514756	5.388811e-01	1
TUBG2	1740597	177	36	3186575	888349	0	3	2	0	21	18	26054021	5.388835e-01	1
CLEC6A	321790	564	13	1544151	353199	0	1	1	0	19	12	20684034	5.390058e-01	1
BEGAIN	402460	304	5	4024328	1247386	0	2	1	0	50	41	65062564	5.390116e-01	1
PRMT8	227736	768	15	2851863	712236	0	1	1	0	50	38	52033121	5.390255e-01	1
MRPL41	1315685	404	41	945756	283143	0	1	0	0	50	45	57385594	5.392055e-01	1
VRK2	198322	479	8	3812214	919485	0	1	0	0	50	27	59311161	5.393197e-01	1
FLG2	387153	671	6	16090501	4879595	0	16	2	0	7	5	8973979	5.394168e-01	1
RAD23B	255220	467	1	2873269	822185	0	1	0	0	50	22	68619852	5.394959e-01	1
TAF5	545643	147	45	5527613	1609342	0	3	0	0	50	29	50839250	5.394975e-01	1
WIPF3	400552	579	17	3172953	1135491	0	2	2	0	17	9	19491136	5.396489e-01	1
PTCD2	421218	342	27	2790564	726831	0	1	0	0	50	44	55927067	5.397854e-01	1
G6PC2	173915	724	7	2507421	662613	0	2	0	0	50	50	64797908	5.398969e-01	1
GBX2	134179	453	6	2331308	742399	0	2	1	0	49	27	45568509	5.399322e-01	1
MED9	915530	220	-3	1018731	286062	0	1	0	0	50	39	46235014	5.399728e-01	1
GAS2L1	849693	251	36	4451475	1587936	0	2	0	0	16	6	16556568	5.401390e-01	1
STAR	705837	277	46	2016056	558502	0	1	0	0	50	31	63364679	5.401588e-01	1
ZFAND2A	774288	346	36	1085868	239358	0	1	1	0	10	3	6491856	5.403555e-01	1
MAGEB1	74310	NaN	16	2372174	686938	0	2	0	0	28	21	27439573	5.404128e-01	1
RBM25	456437	274	42	6078331	1522745	0	5	2	0	50	37	54206803	5.405919e-01	1
SLC4A2	622098	373	41	8440775	2692291	0	7	4	0	3	4	7499884	5.406212e-01	1
COG5	492317	753	18	6096818	1693993	0	4	0	0	41	16	38073490	5.406257e-01	1
TXNL1	82448	867	15	2104599	516663	0	1	0	0	28	11	26208728	5.406800e-01	1
HLF	147479	526	-54	2049138	577962	0	2	1	0	50	38	46051117	5.407399e-01	1
RAB3B	701660	353	22	1549989	417417	0	1	0	0	50	47	70219464	5.407772e-01	1
KRTAP4-8	NaN	NaN	NaN	1301874	332766	0	1	0	0	50	88	108689938	5.408221e-01	1
C1orf74	220312	429	18	1790320	585746	0	1	0	0	50	32	59515491	5.408496e-01	1
ZFX	615356	NaN	50	5864271	1447824	0	5	2	0	50	37	49730030	5.410167e-01	1
SNX16	156346	680	6	2473366	629531	0	1	1	0	8	2	10987116	5.410589e-01	1
HLA-DMA	1276842	431	40	1829240	517636	0	3	0	0	50	54	57992746	5.410734e-01	1
GPR108	736129	272	27	3878378	1089760	0	4	1	0	50	51	67029970	5.411124e-01	1
KCNN2	7106	987	0	3999030	1161762	0	3	0	0	44	35	43317960	5.412105e-01	1
TESK2	902221	176	27	3959137	1166627	0	2	0	0	35	32	50958929	5.413103e-01	1
RAP1GAP	529490	297	34	5436151	1464365	0	4	1	0	50	31	58845094	5.414128e-01	1
AMMECR1	157872	NaN	34	2277793	711263	0	1	0	0	9	11	16465106	5.415270e-01	1
C21orf91	113501	686	26	2144492	511798	0	1	0	0	50	68	126249669	5.415485e-01	1
SUFU	872436	165	36	3425933	973000	0	3	0	0	6	2	6895651	5.415864e-01	1
SRRT	1339207	433	48	6260282	1641451	0	4	1	0	20	13	25428382	5.416451e-01	1
ZNF341	718430	161	58	5875947	1719291	0	2	1	0	50	21	51308236	5.416489e-01	1
OR51E1	212267	935	-3	2116275	688884	0	2	0	0	50	47	58332323	5.416942e-01	1
GPR142	362227	433	-8	3077599	1011920	0	2	1	0	50	44	69411874	5.417070e-01	1
CYP4F22	772367	543	20	3725617	1070300	0	3	1	0	50	58	66904453	5.417352e-01	1
S100P	501655	278	47	676235	181951	0	1	1	0	9	9	8626618	5.418381e-01	1
USP14	527535	689	-11	3640966	868889	0	5	1	0	50	41	47926088	5.419153e-01	1
PSG2	263820	178	-32	2330335	676235	0	2	1	0	45	39	45861382	5.420600e-01	1
NR6A1	892645	345	29	3421068	896133	0	3	1	0	50	45	56638330	5.421301e-01	1
CHRNE	1416161	231	30	3433717	1038191	0	3	1	0	50	31	51058175	5.421600e-01	1
ERLIN2	619400	326	9	2564828	648991	0	2	1	0	50	62	78857758	5.422042e-01	1
CEACAM20	761897	511	-61	4135250	1235710	0	4	1	0	50	86	80165470	5.422390e-01	1
SOX8	1131712	304	22	2982245	955486	0	1	1	0	50	40	65737826	5.423506e-01	1
BNIP1	483076	397	34	1934324	517636	0	1	0	0	50	23	55320888	5.424513e-01	1
B4GALT1	901836	181	28	2716616	835807	0	2	0	0	50	51	74204872	5.425105e-01	1
FGF11	1906324	206	33	1548043	477743	0	2	0	0	50	52	64346436	5.426127e-01	1
SOAT2	1727618	177	46	3674048	1075165	0	3	3	0	12	10	10673810	5.426538e-01	1
ZNF682	468677	845	-59	3566045	844564	0	2	1	0	50	41	46542482	5.426613e-01	1
SAMD7	400118	622	17	3120411	875700	0	2	1	0	50	36	55257643	5.431048e-01	1
POLR1A	983860	391	46	12108012	3348093	0	12	1	0	3	3	6137684	5.431419e-01	1
CA5A	612550	133	27	2163952	591584	0	2	1	0	32	25	30734151	5.431482e-01	1
ANGPT2	NaN	NaN	NaN	3594262	851375	0	1	1	0	30	26	43651699	5.431557e-01	1
KCNH8	25033	1018	-14	7746053	2131843	0	6	2	0	19	16	21501354	5.433487e-01	1
TUBB2A	444075	435	41	3091221	855267	0	1	0	0	50	48	70351792	5.434699e-01	1
ZNF773	459366	828	-31	3134033	780346	0	3	0	0	50	38	44974006	5.436319e-01	1
CAPZA3	82407	911	-29	2088058	544880	0	2	0	0	50	51	46510373	5.437315e-01	1
HCRTR2	27686	676	-13	3093167	873754	0	3	1	0	2	1	3128195	5.439071e-01	1
MFSD6L	423397	636	11	3855999	1284360	0	3	1	0	50	55	56535192	5.439733e-01	1
HOOK2	1959466	226	29	5106304	1455608	0	5	0	0	22	14	27928992	5.441453e-01	1
SHROOM3	570950	418	17	13399183	4205306	0	7	2	0	17	8	22598898	5.441565e-01	1
FIG4	335902	637	29	6531749	1676479	0	5	0	0	5	5	8142064	5.442033e-01	1
CHRNB1	1906324	206	33	3479448	1039164	0	4	2	0	49	52	60316270	5.443288e-01	1
KCNH3	2227486	224	53	7254688	2401364	0	6	2	0	6	7	8639267	5.443499e-01	1
FRS2	540769	350	7	3523233	992460	0	2	0	0	50	33	60883529	5.443517e-01	1
ZNF639	410660	641	2	3505719	796887	0	2	0	0	50	43	60845582	5.443965e-01	1
TBCB	978272	326	6	1721237	482608	0	1	0	0	50	24	41279525	5.444367e-01	1
LPAR4	16059	NaN	22	2519097	741426	0	1	1	0	50	41	55640032	5.446213e-01	1
FAM76B	298879	467	2	2508394	574070	0	1	0	0	50	22	68411630	5.448134e-01	1
BHLHE41	151502	396	15	3215765	1060570	0	2	0	0	50	28	48778436	5.448176e-01	1
PPM1J	559669	325	27	3424960	1117004	0	3	0	0	50	37	63300461	5.449500e-01	1
AZIN1	689560	171	54	3243009	805644	0	1	0	0	50	33	51930956	5.449878e-01	1
FOXS1	1015946	241	37	2172709	731696	0	1	0	0	50	22	46959899	5.450604e-01	1
GZMA	222027	430	1	1844808	516663	0	1	0	0	50	37	64597470	5.450820e-01	1
IGLL1	604420	399	31	1472149	425201	0	2	0	0	50	35	51077635	5.451797e-01	1
COL16A1	1126016	197	37	11322801	3549504	0	12	2	0	38	21	40411609	5.452239e-01	1
CA12	449769	275	47	2533692	691803	0	2	1	0	50	29	60864069	5.453152e-01	1
ZNF157	792781	NaN	29	3570910	909755	0	4	1	0	50	30	51272235	5.453245e-01	1
AKAP8	494792	481	28	4911704	1314523	0	2	0	0	17	5	19218696	5.455439e-01	1
RAPGEFL1	1502125	165	37	3238144	915593	0	1	0	0	50	48	72693803	5.456002e-01	1
HSD11B2	1115833	153	42	2675750	926296	0	1	0	0	50	45	65606471	5.457766e-01	1
YRDC	445096	375	33	1863295	641207	0	1	1	0	36	20	38334254	5.459256e-01	1
CSPP1	353616	640	25	9094631	2269036	0	8	3	0	28	29	38876215	5.460969e-01	1
STAC2	1426821	212	31	2891756	832888	0	2	1	0	50	31	53728087	5.461904e-01	1
LETMD1	564607	155	40	2537584	722939	0	2	0	0	50	29	53536406	5.461996e-01	1
MAN1A1	105366	702	6	4582830	1272684	0	2	1	0	50	47	74053084	5.462007e-01	1
CYB561D2	843769	206	51	1458527	529312	0	1	0	0	50	32	55955284	5.462741e-01	1
MAP3K12	1712232	191	56	5850649	1849673	0	4	2	0	50	36	61588954	5.463706e-01	1
GDF3	237142	672	14	2489907	729750	0	2	1	0	50	45	61992749	5.464387e-01	1
B3GNT7	1124713	359	42	2691318	840672	0	3	2	0	47	37	45950898	5.464501e-01	1
TXLNB	192994	504	14	4829972	1273657	0	3	2	0	50	39	53442025	5.467652e-01	1
VSIG10	637549	608	17	3766483	1064462	0	2	0	0	20	9	23748011	5.467863e-01	1
HSDL1	550248	435	13	2302118	643153	0	1	0	0	50	24	55230399	5.470162e-01	1
MARK4	1318362	215	31	4779376	1458527	0	4	0	0	41	34	42070574	5.470210e-01	1
ZNF582	164565	599	-49	3715887	866943	0	2	0	0	26	20	30436413	5.470641e-01	1
NMT2	236087	620	23	3584532	919485	0	3	0	0	26	16	26464627	5.470855e-01	1
ZNF853	NaN	NaN	NaN	4483584	1319388	0	5	2	0	30	27	44119712	5.470912e-01	1
NHLH1	987855	526	28	864024	309414	0	1	0	0	50	53	53340833	5.471052e-01	1
ZNF550	459366	828	-31	2639749	717101	0	3	0	0	50	38	44974006	5.473082e-01	1
TRIM26	1932849	486	48	3733401	1065435	0	3	1	0	50	51	55425972	5.473353e-01	1
RAB33B	392237	299	32	1591828	433958	0	1	1	0	27	17	28005859	5.473970e-01	1
SLC25A30	680643	296	78	2086112	576016	0	1	0	0	50	23	58740010	5.477768e-01	1
PLAC8L1	396247	406	-2	1261008	338604	0	1	0	0	50	33	49591864	5.479509e-01	1
CKAP2	345539	356	45	4799809	1283387	0	2	1	0	50	24	51413320	5.480732e-01	1
COMMD2	449009	263	21	1422526	381416	0	1	1	0	12	9	14793492	5.483143e-01	1
OR2J3	155147	738	1	2077355	651910	0	1	0	0	50	34	67751936	5.483501e-01	1
ISM2	504548	359	47	4065194	1019704	0	3	1	0	50	39	57656088	5.483519e-01	1
MRPL11	1941577	194	51	1507177	466067	0	1	1	0	50	27	54994933	5.483552e-01	1
ACTR1B	362146	520	25	2649479	768670	0	2	0	0	50	34	70057946	5.483783e-01	1
ING5	1323203	406	32	1765995	432012	0	2	1	0	9	7	9542211	5.484640e-01	1
PPM1F	471638	379	52	3115546	950621	0	1	0	0	50	33	56996394	5.485150e-01	1
ZNF501	433000	541	28	1916810	465094	0	1	0	0	50	25	48224799	5.485855e-01	1
MFSD2A	974339	387	27	3792754	1122842	0	3	0	0	50	34	54613517	5.486537e-01	1
PTCH2	656648	191	36	8181957	2665047	0	6	2	0	50	30	59812256	5.489014e-01	1
STAC	151436	827	-17	2912189	739480	0	4	2	0	7	7	9670647	5.489062e-01	1
GOT2	572798	188	2	3029922	849429	0	3	0	0	50	45	56554652	5.489446e-01	1
ASCL1	21203	964	3	1593774	493311	0	1	0	0	50	41	63481439	5.489575e-01	1
C19orf12	223109	552	-46	1044029	319144	0	1	0	0	50	45	54855794	5.489613e-01	1
RAPH1	383558	333	19	8874733	2725373	0	4	0	0	28	8	36686965	5.490146e-01	1
ABCC4	200377	596	30	9475074	2624181	0	4	1	0	16	13	23901745	5.492340e-01	1
KIF2A	176808	575	33	5381663	1375822	0	2	0	0	4	1	7216741	5.492738e-01	1
ZMAT2	774470	356	31	1496474	319144	0	1	0	0	50	39	56811524	5.493165e-01	1
RPF1	238252	685	-2	2511313	652883	0	2	0	0	50	41	51508674	5.495328e-01	1
MTO1	720190	139	29	5274633	1514961	0	3	0	0	26	15	34998810	5.495459e-01	1
ABI2	415048	298	23	3325714	947702	0	3	1	0	50	29	55334510	5.496086e-01	1
DNAJC5	1157316	206	36	1421553	367794	0	1	0	0	50	30	50873305	5.497243e-01	1
HOXD13	242935	874	15	2286550	743372	0	2	0	0	50	43	53241587	5.499054e-01	1
RAB3C	142186	420	9	1649235	399903	0	1	1	0	35	22	35360766	5.499914e-01	1
FAM161B	443041	158	51	4490395	1283387	0	2	0	0	50	23	52400915	5.501510e-01	1
SLC5A1	451895	458	-26	4658724	1328145	0	2	2	0	50	32	51644894	5.502016e-01	1
GLE1	1917147	160	39	5006085	1331064	0	2	1	0	50	40	72771643	5.502377e-01	1
ALDH3A1	550749	220	-13	3204089	888349	0	3	0	0	50	51	57878905	5.503027e-01	1
GALR3	1385064	203	66	2359525	895160	0	3	0	0	5	1	4562397	5.503421e-01	1
FRS3	429684	341	47	3336417	1039164	0	3	2	0	10	6	14134771	5.503450e-01	1
OR8K3	10317	969	-43	2110437	624666	0	2	0	0	50	50	51351048	5.503528e-01	1
INTS8	430887	389	38	7180740	1844808	0	4	1	0	10	5	12528348	5.504202e-01	1
ABI3BP	459170	548	-1	7732431	2092923	0	6	2	0	50	45	68393143	5.505186e-01	1
FKBP10	1760409	175	35	4010706	1199709	0	2	3	0	30	24	34796426	5.505597e-01	1
GNLY	1099615	181	41	1054732	296765	0	1	0	0	50	38	52735627	5.505915e-01	1
NAPG	191442	594	17	2298226	571151	0	2	0	0	50	26	42889840	5.506919e-01	1
DAP3	2240116	152	32	2886891	747264	0	2	0	0	50	46	64686986	5.507110e-01	1
HERPUD2	189678	636	4	2878134	767697	0	1	0	0	50	41	55187587	5.511119e-01	1
TTC9C	2415432	248	47	1189979	339577	0	1	0	0	50	36	56449568	5.511472e-01	1
STARD13	157153	583	41	8081738	2260279	0	6	3	0	50	34	48697677	5.511505e-01	1
ITPA	997984	255	52	1411823	377524	0	1	0	0	50	31	51877441	5.511812e-01	1
C1orf94	28616	907	16	4092438	1223061	0	2	1	0	29	25	33743640	5.512365e-01	1
NCF2	618153	407	31	3816106	973973	0	4	0	0	4	1	3517395	5.512895e-01	1
LIPI	95960	991	-18	3483340	848456	0	2	1	0	50	41	57409919	5.513995e-01	1
STX17	244386	519	14	2160060	575043	0	1	0	0	26	27	32736585	5.514732e-01	1
WDR18	2292363	206	44	2985164	917539	0	2	2	0	50	41	55070827	5.516551e-01	1
NIPSNAP1	713942	190	39	2072490	534177	0	2	0	0	50	32	49980091	5.517764e-01	1
LYSMD3	86012	780	7	2145465	566286	0	2	0	0	50	31	56319186	5.518013e-01	1
SLC47A2	547418	219	-8	4187792	1279495	0	2	2	0	50	60	62334272	5.518161e-01	1
BEST3	499701	394	14	4675265	1288252	0	3	0	0	50	27	54048204	5.519190e-01	1
IL2RA	613453	373	40	1997569	474824	0	1	1	0	8	9	10818787	5.519999e-01	1
NFE2	753625	205	59	2479204	819266	0	1	0	0	50	22	54592111	5.520643e-01	1
NR1D2	395355	211	2	4136223	1024569	0	3	1	0	50	52	57729063	5.520899e-01	1
BEST4	574317	191	43	3251766	998298	0	1	0	0	50	37	55817118	5.521686e-01	1
TMEM164	216187	NaN	42	2055949	612017	0	1	0	0	50	31	57528625	5.521876e-01	1
CNR2	923316	254	23	2396499	776454	0	2	0	0	50	38	52865036	5.522987e-01	1
STEAP2	132955	1140	6	3482367	963270	0	2	1	0	50	31	53398240	5.523060e-01	1
PTRH1	1098647	172	32	1432256	508879	0	1	1	0	50	29	49298991	5.523256e-01	1
ICK	463740	386	22	4457313	1225980	0	2	0	0	50	27	61716417	5.524046e-01	1
ABLIM2	172573	230	36	4807593	1234737	0	3	2	0	50	27	50163988	5.525475e-01	1
CUBN	529248	641	-4	25706660	6805162	0	18	8	0	38	32	46723460	5.525924e-01	1
GRSF1	263233	553	29	3363661	959378	0	1	1	0	50	40	61834150	5.525929e-01	1
PLSCR5	124275	768	-20	1941135	522501	0	2	0	0	50	55	58933637	5.526028e-01	1
SLC12A8	372775	150	47	4930191	1482852	0	2	2	0	50	22	45378774	5.526621e-01	1
TOMM40L	731911	229	39	2167844	631477	0	1	0	0	50	25	64989589	5.526726e-01	1
SDF2L1	521773	194	37	1499393	473851	0	1	0	0	50	38	53205586	5.526891e-01	1
ZNF12	721477	506	39	4982733	1176357	0	2	1	0	50	42	66265192	5.527005e-01	1
FAM174B	281213	478	-17	1049867	374605	0	1	0	0	50	68	65031428	5.529128e-01	1
TMEM176A	749051	604	16	1634640	502068	0	1	1	0	30	19	31904670	5.532912e-01	1
RPS4Y1	0	0	0	1865241	528339	0	1	0	0	50	26	57870148	5.533887e-01	1
PLXND1	754944	210	53	13263936	4016544	0	13	4	0	50	35	48729786	5.535013e-01	1
TERF2IP	449343	354	18	2723427	802725	0	1	0	0	50	21	58299241	5.535041e-01	1
NPR2	885056	190	51	7430801	2193142	0	6	4	0	37	20	37403093	5.535078e-01	1
MAPKAP1	850799	475	38	3791781	963270	0	3	1	0	50	26	51601109	5.535218e-01	1
LCN8	1898901	190	39	1105328	304549	0	1	1	0	17	11	17813684	5.536101e-01	1
MB	936853	205	-13	1110193	288008	0	1	0	0	50	46	48907845	5.536502e-01	1
KLK6	581408	606	29	1729994	473851	0	2	1	0	50	53	50074472	5.536652e-01	1
ZMPSTE24	627703	373	18	3382148	891268	0	1	0	0	50	36	58753632	5.537777e-01	1
SLCO4C1	36388	870	-5	5059600	1429337	0	8	4	0	35	53	42435449	5.539305e-01	1
SLC16A13	1696302	360	24	2752617	1021650	0	2	0	0	50	28	44431072	5.541638e-01	1
MUTYH	1002765	249	29	3962056	1187060	0	3	0	0	47	47	59217753	5.543815e-01	1
ABRA	113560	708	18	2634884	727804	0	5	2	0	3	4	4472881	5.544024e-01	1
C11orf58	466700	635	-21	1347605	310387	0	1	0	0	50	38	47862843	5.544745e-01	1
ACADSB	256010	673	17	3083437	825104	0	3	0	0	50	30	51163259	5.544975e-01	1
ZFP91	284768	644	2	4006814	1110193	0	3	0	0	50	37	49865277	5.545173e-01	1
CR1	442029	361	18	17637571	4704455	0	5	1	0	20	4	22713712	5.545459e-01	1
TSFM	1160849	344	39	2572612	772562	0	3	0	0	50	43	55142829	5.546204e-01	1
OR2M2	19998	935	-32	2357579	684019	0	3	2	0	50	64	51553432	5.547112e-01	1
PSMD2	1447013	268	44	6374123	1825348	0	3	0	0	22	17	30187325	5.547796e-01	1
ZGPAT	1126597	202	36	3606911	1121869	0	2	2	0	50	28	50240855	5.547874e-01	1
PYGO1	306625	405	-9	2886891	814401	0	2	0	0	33	15	39914406	5.547997e-01	1
ACTA1	243405	361	29	2643641	736561	0	1	1	0	25	8	25203619	5.548738e-01	1
DAGLB	NaN	NaN	NaN	4764781	1292144	0	3	1	0	50	89	109649316	5.549382e-01	1
POLR1B	563286	166	34	7946491	2164925	0	5	0	0	15	5	15752870	5.550057e-01	1
RBM11	99517	964	-30	2007299	514717	0	1	0	0	50	67	59362730	5.550155e-01	1
PPHLN1	174675	545	14	3764537	999271	0	3	0	0	50	37	65928534	5.550519e-01	1
STK4	938230	294	42	3519341	876673	0	4	0	0	50	56	78679699	5.551063e-01	1
ZBTB37	443726	385	13	3597181	1044029	0	1	0	0	50	50	74687480	5.551685e-01	1
NBL1	775439	271	32	1511069	430066	0	2	1	0	5	2	3843350	5.552380e-01	1
ZNF485	310272	630	-6	3144736	772562	0	3	0	0	50	34	55682844	5.553912e-01	1
LRRC3B	5998	918	-24	1779617	497203	0	3	0	0	50	68	56806659	5.556951e-01	1
DCAF8L1	10501	NaN	25	4114817	1148140	0	4	1	0	50	59	55785009	5.557230e-01	1
PCDHGA9	NaN	NaN	NaN	6371204	2009245	0	5	1	0	50	89	110366417	5.558815e-01	1
HAS1	436280	690	-24	3823890	1298955	0	4	0	0	45	31	42357609	5.560304e-01	1
MID1	117200	NaN	14	4672346	1282414	0	3	1	0	33	30	42089061	5.560465e-01	1
TSPAN8	233516	489	-31	1716372	449526	0	2	0	0	50	44	60727849	5.561271e-01	1
B3GNT5	NaN	NaN	NaN	2640722	678181	0	2	0	0	50	88	109035353	5.561640e-01	1
IRX6	130838	706	-26	3012408	960351	0	2	3	0	24	24	26911234	5.561720e-01	1
RCBTB2	387005	404	41	3899784	1074192	0	3	0	0	11	9	15608866	5.561933e-01	1
IFT20	1405196	214	10	1080030	288981	0	1	0	0	50	50	61495546	5.562176e-01	1
CST2	159399	889	-45	995379	277305	0	1	0	0	50	49	45990791	5.563294e-01	1
OR6B2	315906	569	21	2075409	659694	0	3	2	0	5	5	6689375	5.563413e-01	1
GH2	1446139	380	27	2408175	554610	0	2	0	0	50	37	51235261	5.565481e-01	1
TGM5	825765	415	44	5092682	1367065	0	3	0	0	50	29	67856047	5.569379e-01	1
GPX5	247624	576	27	1625883	370713	0	1	0	0	50	43	62897639	5.569726e-01	1
KLHL4	34243	NaN	-31	5199712	1411823	0	6	1	0	17	18	18537596	5.569768e-01	1
RSPO4	779522	586	27	1646316	464121	0	1	0	0	50	48	72914674	5.570031e-01	1
OSCAR	767094	317	-50	2200926	770616	0	3	0	0	35	39	36294846	5.571320e-01	1
TWIST1	103347	812	-15	1361227	428120	0	1	0	0	50	50	63954317	5.571583e-01	1
MARCO	152902	553	-2	3703238	1045975	0	3	1	0	28	24	32188786	5.574340e-01	1
PI4K2B	218037	523	28	3435663	890295	0	1	0	0	50	32	59903718	5.575690e-01	1
IL16	251183	742	17	9092685	2793483	0	8	3	0	50	36	60873799	5.575876e-01	1
RAMP3	1003768	291	50	1031380	302603	0	1	1	0	19	13	18971554	5.576137e-01	1
MAEL	264649	681	-11	3143763	799806	0	2	0	0	50	38	62569738	5.577256e-01	1
TRAF2	1950713	176	39	3531990	980784	0	4	0	0	50	48	62652443	5.578449e-01	1
SGK3	391086	405	25	3629290	898079	0	2	1	0	50	35	61904206	5.581444e-01	1
SLC6A7	1002307	228	49	4415474	1314523	0	5	1	0	50	36	54358591	5.581662e-01	1
RSPH1	411865	374	67	2254441	553637	0	2	1	0	50	39	51563162	5.581664e-01	1
METTL4	247615	485	-5	3359769	864024	0	2	1	0	50	28	56584815	5.581736e-01	1
CHMP1B	NaN	NaN	NaN	1379714	371686	0	1	0	0	50	88	108728858	5.582368e-01	1
SESN2	766835	170	29	3331552	985649	0	5	0	0	10	7	10588186	5.582491e-01	1
TNFRSF1A	2670962	198	46	3183656	914620	0	2	2	0	22	21	34566798	5.582842e-01	1
CD99	NaN	NaN	NaN	1380687	353199	0	1	0	0	50	88	108710371	5.583050e-01	1
DPEP1	1092575	211	38	2863539	849429	0	1	0	0	50	14	42256417	5.583660e-01	1
SLC29A1	1107034	216	51	3198251	952567	0	4	0	0	40	34	41127737	5.584675e-01	1
LRRC7	298237	695	-26	10843112	2911216	0	11	2	0	44	46	57177372	5.585538e-01	1
OR9G4	384896	828	-34	2197034	672343	0	2	2	0	50	45	52138205	5.586596e-01	1
DPF3	317807	599	41	2561909	672343	0	1	0	0	50	19	48401885	5.586721e-01	1
TRIM62	756335	385	27	3254685	960351	0	3	1	0	50	38	72915647	5.587090e-01	1
PLCG2	217457	451	36	9182201	2277793	0	9	2	0	50	44	62986182	5.587240e-01	1
CHPF2	610106	290	32	5051816	1752373	0	4	0	0	11	11	15398698	5.588236e-01	1
NFS1	1423559	169	53	3220630	941864	0	2	1	0	50	42	50956983	5.589780e-01	1
ATL2	808394	366	25	4422285	1158843	0	3	0	0	50	32	72430120	5.589926e-01	1
CADM1	29879	993	5	3099978	884457	0	2	2	0	8	7	9443938	5.590362e-01	1
TTC21A	213514	500	30	9438100	2465582	0	6	2	0	38	25	48346424	5.591107e-01	1
ZNF169	219475	445	31	4167359	1168573	0	3	1	0	50	47	73847781	5.591143e-01	1
DCK	267678	690	22	1909999	445634	0	1	0	0	50	78	136809638	5.591316e-01	1
ELAC1	189022	332	51	2498664	723912	0	1	1	0	50	14	48803734	5.591793e-01	1
TP53I11	131819	609	16	1340794	393092	0	1	0	0	50	36	46017062	5.592056e-01	1
EHBP1L1	3945819	202	45	10249582	3306254	0	5	3	0	46	36	53854577	5.592267e-01	1
MTA3	343875	378	27	3729509	946729	0	2	0	0	50	32	67223597	5.593152e-01	1
SLC18A1	158991	511	-4	3739239	1030407	0	3	0	0	50	32	57619114	5.593166e-01	1
EFCAB2	675692	505	10	1293117	306495	0	1	0	0	50	47	56960393	5.593389e-01	1
CHRM3	52023	1031	-25	4025301	1161762	0	6	4	0	12	28	22134777	5.594971e-01	1
LMBRD1	42273	983	-2	3897838	1014839	0	2	0	0	50	43	54354699	5.594994e-01	1
WASF1	127917	636	16	3816106	1181222	0	2	0	0	50	21	42951139	5.595090e-01	1
NCS1	650366	231	30	1453662	347361	0	1	0	0	50	38	53561704	5.596609e-01	1
HOMER1	177305	593	37	2544395	657748	0	3	2	0	17	21	17879848	5.597881e-01	1
KLHL10	1809123	171	34	4271470	1114085	0	6	1	0	50	40	59429867	5.598001e-01	1
FMNL3	1919377	265	60	7263445	2030651	0	6	3	0	27	24	32182948	5.601816e-01	1
ANKRD55	248990	402	45	4321093	1192898	0	2	0	0	50	21	54202911	5.602519e-01	1
RECQL4	1755818	291	7	8199471	2630019	0	5	3	0	24	21	29613255	5.603843e-01	1
NPHP3	211862	768	24	9443938	2521043	0	4	2	0	50	22	58173724	5.603904e-01	1
SMG5	2266205	211	33	7157388	1993677	0	7	0	0	30	28	38962812	5.604509e-01	1
PPM1K	432936	304	25	2610559	725858	0	2	0	0	50	28	45099523	5.606518e-01	1
CEACAM1	495357	380	5	3875459	1116031	0	3	0	0	41	30	53024608	5.607561e-01	1
OR13C3	146816	930	-33	2347849	699587	0	3	0	0	43	42	41521802	5.608141e-01	1
SSU72	1690623	248	29	1404039	350280	0	1	0	0	50	33	59719821	5.608192e-01	1
CYB5R2	100503	853	13	2000488	518609	0	1	0	0	32	17	34098785	5.611345e-01	1
OVCA2	1415256	294	27	1508150	505960	0	1	0	0	50	36	58863581	5.611713e-01	1
RASGRF1	420514	488	42	9029440	2442230	0	9	3	0	50	42	61367110	5.611728e-01	1
CERK	404043	265	-1	3820971	1030407	0	4	2	0	34	46	52328913	5.612197e-01	1
TEX261	380551	561	27	1390417	393092	0	1	0	0	50	49	63718851	5.612669e-01	1
CHRNB4	485971	455	45	3411338	1016785	0	2	1	0	50	34	61870151	5.613203e-01	1
LMTK3	1500967	182	37	9804921	3418149	0	7	1	0	30	32	47157418	5.613413e-01	1
MYL4	960078	160	22	1440040	381416	0	1	0	0	50	46	58462705	5.613551e-01	1
SUCLG1	293337	672	-17	2422770	709317	0	1	2	0	41	31	38233062	5.614499e-01	1
PPP1R13B	712218	320	39	7550480	2190223	0	5	4	0	30	28	33970349	5.615370e-01	1
RFX5	1322568	174	42	4175143	1333010	0	4	2	0	50	40	63889126	5.615723e-01	1
GATA2	937778	274	52	3244955	1025542	0	1	0	0	50	37	55237210	5.616181e-01	1
TRIM16L	752804	391	-6	2463636	639261	0	2	1	0	50	33	47098065	5.616294e-01	1
CAPN12	1697047	322	45	5056681	1481879	0	3	1	0	43	41	51801547	5.616523e-01	1
SLAMF6	1145424	590	26	2359525	644126	0	2	0	0	50	51	59451273	5.616977e-01	1
TMEM54	1019374	232	15	1510096	501095	0	2	0	0	50	52	57717387	5.618901e-01	1
C1GALT1	357040	748	14	2583315	639261	0	2	0	0	50	30	56031178	5.619065e-01	1
LNP1	376655	410	13	1285333	317198	0	1	0	0	50	48	69297060	5.619115e-01	1
RPA4	53531	NaN	36	1785455	508879	0	1	0	0	50	35	57980097	5.619685e-01	1
